side,cluster,cluster_name,OBJECTID,STATEFP10,COUNTYFP10,TRACTCE10,GEOID10,NAME10,NAMELSAD10,MTFCC10,FUNCSTAT10,ALAND10,AWATER10,INTPTLAT10,INTPTLON10,OID_,GEOID10_1,STATEFP1_1,COUNTYFP_1,TRACTCE1_1,POP2010,WHITE,BLACK,AMERI_ES,ASIAN,HAWN_PI,OTHER,MULT_RACE,HISPANIC,MALES,FEMALES,AGE_UNDER5,AGE_5_17,AGE_18_21,AGE_22_29,AGE_30_39,AGE_40_49,AGE_50_64,AGE_65_UP,MED_AGE,MED_AGE_M,MED_AGE_F,POP_HH,POP_GQ_INS,POP_GQ_NON,HOUSEHOLDS,AVE_HH_SZ,HSEHLD_1_M,HSEHLD_1_F,MARHH_CHD,MARHH_NO_C,MHH_CHILD,FHH_CHILD,FAMILIES,AVE_FAM_SZ,HSE_UNITS,VACANT,OWNER_OCC,RENTER_OCC,GEOJOIN,TractOK,Geoid,Shape_Length,Shape_Area
South/Southwest,3,S. Chicago,38,17,31,750100,17031750100,7501,Census Tract 7501,G5020,S,1285538,0,41.6958345,-87.6520283,675,17031750100,17,31,750100,4147,35,4046,1,10,0,6,49,39,1786,2361,226,761,260,366,425,506,745,858,40.6,37.3,43.7,4143,0,4,1434,2.89,113,241,94,307,31,207,1042,3.42,1592,158,972,462,17031750100,750100,17031750100,15665.40223,13837705.41
South/Southwest,3,S. Chicago,39,17,31,660600,17031660600,6606,Census Tract 6606,G5020,S,658608,0,41.7772873,-87.6933406,591,17031660600,17,31,660600,6333,1102,3748,93,13,0,1223,154,2375,3029,3304,634,1470,472,866,833,814,941,303,27.3,26,28.4,6333,0,0,1864,3.4,232,197,303,263,72,364,1338,4.03,2343,479,630,1234,17031660600,660600,17031660600,13328.16074,7089324.335
South/Southwest,3,S. Chicago,40,17,31,660700,17031660700,6607,Census Tract 6607,G5020,S,480680,0,41.7738452,-87.6810955,592,17031660700,17,31,660700,2366,41,2250,4,13,0,29,29,77,1141,1225,161,529,169,250,276,327,418,236,33,31.1,33.9,2183,0,183,631,3.46,62,86,55,89,10,119,458,4.14,725,94,350,281,17031660700,660700,17031660700,10623.62776,5174114.509
South/Southwest,3,S. Chicago,41,17,31,340600,17031340600,3406,Census Tract 3406,G5020,S,472399,0,41.8274177,-87.6325398,394,17031340600,17,31,340600,907,1,899,0,0,0,1,6,1,356,551,67,194,71,85,78,116,140,156,35.1,28,36.8,907,0,0,385,2.36,66,113,6,26,4,81,200,3.5,450,65,3,382,17031340600,340600,17031340600,8911.637873,5085024.17
South/Southwest,3,S. Chicago,42,17,31,350400,17031350400,3504,Census Tract 3504,G5020,S,201455,0,41.8419291,-87.6283695,396,17031350400,17,31,350400,389,0,377,8,0,0,0,4,12,150,239,25,107,29,23,38,50,92,25,31.8,22.5,38.2,389,0,0,150,2.59,19,39,6,7,0,31,83,3.65,665,515,1,149,17031350400,350400,17031350400,6937.990126,2168493.267
South/Southwest,3,S. Chicago,43,17,31,420600,17031420600,4206,Census Tract 4206,G5020,S,243609,0,41.7830135,-87.6132777,438,17031420600,17,31,420600,2219,22,2152,2,4,0,1,38,19,997,1222,183,511,165,213,291,253,402,201,30.9,27.3,33.3,2219,0,0,816,2.72,97,153,34,69,17,200,516,3.44,1150,334,118,698,17031420600,420600,17031420600,6617.173937,2622237.487
South/Southwest,3,S. Chicago,44,17,31,420700,17031420700,4207,Census Tract 4207,G5020,S,650530,0,41.7766914,-87.6106933,439,17031420700,17,31,420700,3261,18,3205,4,1,0,7,26,38,1477,1784,226,734,209,317,420,419,587,349,33.3,30.5,35.2,3260,0,1,1226,2.66,204,213,55,117,31,247,729,3.5,1766,540,323,903,17031420700,420700,17031420700,10584.45607,7002469.017
South/Southwest,3,S. Chicago,45,17,31,420800,17031420800,4208,Census Tract 4208,G5020,S,347604,0,41.7769097,-87.6032569,440,17031420800,17,31,420800,2213,51,2121,0,4,0,2,35,26,953,1260,198,515,150,268,331,261,332,158,29.3,26,31.1,2207,0,6,802,2.75,99,126,53,80,28,208,535,3.38,1082,280,211,591,17031420800,420800,17031420800,8289.247948,3741682.831
South/Southwest,3,S. Chicago,46,17,31,421200,17031421200,4212,Census Tract 4212,G5020,S,328222,0,41.7706569,-87.608966,441,17031421200,17,31,421200,1380,3,1360,2,0,0,6,9,15,624,756,87,289,75,118,153,152,238,268,37.4,33.1,41.4,1380,0,0,592,2.33,136,159,20,50,15,93,281,3.58,763,171,179,413,17031421200,421200,17031421200,9087.400319,3533059.821
South/Southwest,3,S. Chicago,47,17,31,430200,17031430200,4302,Census Tract 4302,G5020,S,666844,0,41.7697314,-87.5813483,444,17031430200,17,31,430200,4680,103,4422,7,5,0,30,113,96,1935,2745,330,832,232,528,582,679,876,621,37.2,34.4,38.8,4665,0,15,2291,2.04,407,671,134,211,42,379,1093,2.95,2634,343,505,1786,17031430200,430200,17031430200,10745.26062,7178151.944
South/Southwest,3,S. Chicago,48,17,31,660900,17031660900,6609,Census Tract 6609,G5020,S,1811424,161563,41.7671622,-87.6993933,594,17031660900,17,31,660900,4232,322,3568,2,24,0,240,76,430,1855,2377,336,962,284,489,521,571,699,370,30.6,28.8,32,4152,0,80,1380,3.01,162,173,120,173,33,301,964,3.58,1794,414,439,941,17031660900,660900,17031660900,21289.55642,21237426.26
South/Southwest,3,S. Chicago,49,17,31,661000,17031661000,6610,Census Tract 6610,G5020,S,1118650,0,41.7618185,-87.6850447,595,17031661000,17,31,661000,5706,266,5106,24,24,0,226,60,424,2558,3148,383,1217,417,612,708,749,1059,561,32.6,29.4,35.8,5706,0,0,1846,3.09,187,250,168,323,36,319,1336,3.65,2135,289,975,871,17031661000,661000,17031661000,15850.97547,12041205.65
South/Southwest,3,S. Chicago,50,17,31,670100,17031670100,6701,Census Tract 6701,G5020,S,326893,0,41.7904937,-87.6572084,597,17031670100,17,31,670100,1516,12,1465,5,3,0,17,14,32,700,816,142,320,108,168,163,207,266,142,30.7,30.1,31,1365,0,151,401,3.4,46,39,19,43,10,91,300,3.91,615,214,142,259,17031670100,670100,17031670100,7959.632607,3518748.109
South/Southwest,3,S. Chicago,51,17,31,670200,17031670200,6702,Census Tract 6702,G5020,S,326541,0,41.7904247,-87.6620626,598,17031670200,17,31,670200,1380,8,1333,0,2,0,20,17,34,658,722,121,348,94,169,142,176,194,136,28.2,27.9,28.4,1380,0,0,390,3.54,48,34,24,45,15,85,284,4.16,581,191,127,263,17031670200,670200,17031670200,7954.716616,3514954.343
South/Southwest,3,S. Chicago,52,17,31,670300,17031670300,6703,Census Tract 6703,G5020,S,326332,0,41.7903576,-87.6669167,599,17031670300,17,31,670300,1411,34,1322,1,5,1,28,20,51,622,789,100,314,93,162,158,220,226,138,31.9,30.1,32.8,1367,0,44,422,3.24,43,51,31,48,8,99,312,3.72,635,213,165,257,17031670300,670300,17031670300,7955.015524,3512664.362
South/Southwest,3,S. Chicago,53,17,31,670400,17031670400,6704,Census Tract 6704,G5020,S,326418,0,41.7902996,-87.6717698,600,17031670400,17,31,670400,1956,26,1823,0,5,0,82,20,130,914,1042,136,463,158,207,231,243,331,187,30.7,27.9,33.9,1956,0,0,554,3.53,46,54,40,76,27,109,428,3.99,695,141,247,307,17031670400,670400,17031670400,7959.416206,3513631.112
South/Southwest,3,S. Chicago,54,17,31,351400,17031351400,3514,Census Tract 3514,G5020,S,323709,0,41.8274004,-87.624089,399,17031351400,17,31,351400,1437,33,1363,13,2,0,8,18,21,618,819,94,261,89,140,197,156,328,172,36.7,37.1,36.4,1368,0,69,685,2,157,212,16,31,7,143,289,3.15,765,80,71,614,17031351400,351400,17031351400,7962.558582,3484500.895
South/Southwest,3,S. Chicago,55,17,31,380500,17031380500,3805,Census Tract 3805,G5020,S,191451,0,41.8200988,-87.6277942,404,17031380500,17,31,380500,752,3,733,2,0,0,0,14,13,306,446,61,229,69,64,116,104,71,38,23.5,17.1,33.4,752,0,0,288,2.61,14,66,14,11,7,115,205,3.17,292,4,3,285,17031380500,380500,17031380500,6845.549687,2060815.607
South/Southwest,3,S. Chicago,56,17,31,380700,17031380700,3807,Census Tract 3807,G5020,S,244481,0,41.813806,-87.623768,405,17031380700,17,31,380700,1243,29,1177,0,3,0,6,28,28,592,651,56,179,46,113,176,182,314,177,42.6,43.1,41.7,1046,181,16,489,2.14,92,127,21,42,19,64,243,3.02,598,109,106,383,17031380700,380700,17031380700,6617.93508,2631660.852
South/Southwest,3,S. Chicago,57,17,31,381200,17031381200,3812,Census Tract 3812,G5020,S,258554,0,41.8085114,-87.6139992,406,17031381200,17,31,381200,2167,23,2071,1,6,2,8,56,37,879,1288,139,418,121,238,378,276,374,223,34.6,33.5,35.1,2167,0,0,1020,2.12,163,300,63,79,36,171,504,3.02,1165,145,230,790,17031381200,381200,17031381200,6776.77006,2783116.147
South/Southwest,3,S. Chicago,58,17,31,381400,17031381400,3814,Census Tract 3814,G5020,S,316691,0,41.8076202,-87.6214298,407,17031381400,17,31,381400,1612,11,1578,2,0,0,5,16,8,744,868,132,385,101,196,244,222,227,105,29.8,27.3,31.7,1610,0,2,592,2.72,86,106,37,48,13,139,354,3.55,809,217,150,442,17031381400,381400,17031381400,9140.622387,3408949.627
South/Southwest,3,S. Chicago,59,17,31,381500,17031381500,3815,Census Tract 3815,G5020,S,108677,0,41.8101927,-87.6228619,408,17031381500,17,31,381500,237,8,220,0,0,0,3,6,14,90,147,14,48,16,14,47,53,29,16,35.5,32.5,35.8,237,0,0,109,2.17,15,36,10,9,0,18,54,3.2,290,181,42,67,17031381500,381500,17031381500,4863.637812,1169817.203
South/Southwest,3,S. Chicago,60,17,31,381800,17031381800,3818,Census Tract 3818,G5020,S,319368,0,41.8038481,-87.6211978,410,17031381800,17,31,381800,1188,33,1111,3,2,0,14,25,37,577,611,90,191,43,126,246,159,202,131,35.1,34.9,35.3,1157,0,31,591,1.96,175,161,37,33,11,67,210,3.25,757,166,151,440,17031381800,381800,17031381800,7818.53394,3437741.479
South/Southwest,3,S. Chicago,61,17,31,381900,17031381900,3819,Census Tract 3819,G5020,S,172690,0,41.8039557,-87.6138885,411,17031381900,17,31,381900,1295,62,1197,1,7,0,10,18,26,551,744,92,268,65,115,212,178,222,143,34.3,32.1,37.1,1295,0,0,554,2.34,81,140,54,53,8,92,308,3.17,634,80,200,354,17031381900,381900,17031381900,5491.43451,1858904.616
South/Southwest,3,S. Chicago,62,17,31,390200,17031390200,3902,Census Tract 3902,G5020,S,303791,0,41.813041,-87.5994765,413,17031390200,17,31,390200,1840,149,1555,3,57,0,28,48,69,792,1048,126,366,68,183,347,351,298,101,35.2,33.2,36.6,1834,0,6,819,2.24,136,197,103,84,15,143,448,3.06,909,90,452,367,17031390200,390200,17031390200,7585.915046,3270130.917
South/Southwest,3,S. Chicago,63,17,31,430300,17031430300,4303,Census Tract 4303,G5020,S,408973,0,41.7696911,-87.5893536,445,17031430300,17,31,430300,2336,20,2218,7,10,0,5,76,46,1019,1317,200,506,186,266,345,311,336,186,30.2,27.5,31.5,2336,0,0,912,2.56,147,150,45,72,24,235,554,3.27,1254,342,177,735,17031430300,430300,17031430300,8816.078185,4402299.223
South/Southwest,3,S. Chicago,64,17,31,430400,17031430400,4304,Census Tract 4304,G5020,S,545168,0,41.7621777,-87.5903215,446,17031430400,17,31,430400,2892,28,2788,1,1,0,16,58,42,1324,1568,209,588,173,280,321,384,566,371,36.4,36.3,36.4,2793,66,33,1062,2.63,176,193,76,108,39,190,635,3.45,1453,391,386,676,17031430400,430400,17031430400,10539.95637,5868408.464
South/Southwest,3,S. Chicago,65,17,31,430500,17031430500,4305,Census Tract 4305,G5020,S,337334,0,41.7642842,-87.5812736,447,17031430500,17,31,430500,3604,27,3514,3,2,1,7,50,50,1540,2064,270,611,196,464,467,444,743,409,35.2,32.6,37,3600,0,4,1765,2.04,346,525,65,139,51,283,789,3.01,2234,469,204,1561,17031430500,430500,17031430500,8142.025798,3631170.551
South/Southwest,3,S. Chicago,66,17,31,430600,17031430600,4306,Census Tract 4306,G5020,S,328336,0,41.7643855,-87.5713748,448,17031430600,17,31,430600,1665,39,1588,1,3,0,2,32,26,724,941,95,258,95,163,177,252,385,240,42.2,40.5,43.6,1662,0,3,747,2.22,135,179,49,102,11,98,392,3.05,874,127,269,478,17031430600,430600,17031430600,7993.027677,3534332.149
South/Southwest,3,S. Chicago,67,17,31,430700,17031430700,4307,Census Tract 4307,G5020,S,189453,178322,41.7649465,-87.5606475,449,17031430700,17,31,430700,2210,93,2029,7,11,0,23,47,71,953,1257,100,297,90,279,303,324,434,383,41,39.8,42,1947,263,0,1090,1.79,283,314,37,87,22,155,420,2.76,1335,245,151,939,17031430700,430700,17031430700,11985.9821,3958890.704
South/Southwest,3,S. Chicago,68,17,31,430900,17031430900,4309,Census Tract 4309,G5020,S,336518,0,41.760641,-87.5811851,451,17031430900,17,31,430900,1814,9,1747,12,0,0,19,27,33,777,1037,116,332,96,198,232,212,374,254,36.9,33.9,39.5,1814,0,0,748,2.43,96,157,39,95,22,123,449,3.11,835,87,241,507,17031430900,430900,17031430900,8113.946608,3622360.692
South/Southwest,3,S. Chicago,69,17,31,670500,17031670500,6705,Census Tract 6705,G5020,S,622492,0,41.786578,-87.6764044,601,17031670500,17,31,670500,1321,22,1256,2,0,0,17,24,55,620,701,93,313,95,157,167,142,208,146,30.1,27.5,33.5,1285,0,36,361,3.56,26,48,30,58,11,77,280,4.07,450,89,178,183,17031670500,670500,17031670500,13133.05944,6700589.248
South/Southwest,3,S. Chicago,70,17,31,670600,17031670600,6706,Census Tract 6706,G5020,S,327032,0,41.7830054,-87.6715772,602,17031670600,17,31,670600,1650,13,1624,1,1,0,0,11,35,761,889,132,336,137,179,168,231,277,190,32,29.8,35.1,1640,0,10,458,3.58,37,42,23,55,14,82,368,3.95,553,95,227,231,17031670600,670600,17031670600,7968.525973,3520233.993
South/Southwest,3,S. Chicago,71,17,31,670700,17031670700,6707,Census Tract 6707,G5020,S,326730,0,41.7830686,-87.6667315,603,17031670700,17,31,670700,1491,10,1440,6,0,0,16,19,42,684,807,140,355,107,145,161,189,231,163,29.9,25.7,33.8,1486,0,5,406,3.66,36,34,30,44,14,89,322,4.12,540,134,169,237,17031670700,670700,17031670700,7965.286479,3516948.872
South/Southwest,3,S. Chicago,72,17,31,670800,17031670800,6708,Census Tract 6708,G5020,S,326299,0,41.7831442,-87.661879,604,17031670800,17,31,670800,1635,5,1602,6,0,0,7,15,21,726,909,119,367,126,161,154,225,273,210,32.4,28.7,35.8,1633,0,2,535,3.05,65,86,35,61,14,92,356,3.81,710,175,221,314,17031670800,670800,17031670800,7954.601468,3512336.335
South/Southwest,3,S. Chicago,73,17,31,670900,17031670900,6709,Census Tract 6709,G5020,S,326291,0,41.7832124,-87.657022,605,17031670900,17,31,670900,1351,3,1327,0,4,0,7,10,19,631,720,85,274,104,165,144,183,218,178,32.9,31.4,33.7,1351,0,0,469,2.88,64,71,28,61,11,85,311,3.58,648,179,206,263,17031670900,670900,17031670900,7953.834277,3512228.656
South/Southwest,3,S. Chicago,74,17,31,671100,17031671100,6711,Census Tract 6711,G5020,S,245617,0,41.7767815,-87.6617118,606,17031671100,17,31,671100,1259,12,1227,0,0,0,2,18,22,623,636,110,285,111,126,140,151,195,141,29.8,24.5,34.6,1243,0,16,370,3.36,44,48,12,43,12,89,269,4,478,108,145,225,17031671100,671100,17031671100,6682.326794,2643894.525
South/Southwest,3,S. Chicago,75,17,31,671200,17031671200,6712,Census Tract 6712,G5020,S,244922,0,41.7766993,-87.6665823,607,17031671200,17,31,671200,1252,8,1228,5,0,0,1,10,10,579,673,104,301,77,177,142,142,174,135,28.9,26.8,29.7,1252,0,0,353,3.55,27,41,25,50,14,77,266,4.08,489,136,121,232,17031671200,671200,17031671200,6622.558318,2636356.47
South/Southwest,3,S. Chicago,76,17,31,671300,17031671300,6713,Census Tract 6713,G5020,S,484665,0,41.7739015,-87.6713493,608,17031671300,17,31,671300,2688,17,2615,3,0,0,21,32,39,1210,1478,204,602,206,304,279,325,451,317,30.8,27.8,33.2,2682,0,6,733,3.66,47,77,36,130,23,141,586,4.12,944,211,390,343,17031671300,671300,17031671300,10572.40552,5216946.394
South/Southwest,3,S. Chicago,77,17,31,671400,17031671400,6714,Census Tract 6714,G5020,S,495627,0,41.7737921,-87.6762289,609,17031671400,17,31,671400,2072,31,1993,3,0,0,28,17,67,977,1095,137,459,173,217,233,249,361,243,32.3,29.3,35.8,2067,0,5,555,3.72,39,56,38,105,20,91,436,4.19,632,77,314,241,17031671400,671400,17031671400,10539.7577,5334967.491
South/Southwest,3,S. Chicago,78,17,31,671500,17031671500,6715,Census Tract 6715,G5020,S,741162,0,41.7681721,-87.6696322,610,17031671500,17,31,671500,3221,25,3126,1,1,0,26,42,42,1487,1734,258,718,235,353,339,417,506,395,31.2,27.1,34.5,3209,0,12,928,3.46,88,96,46,146,35,193,711,3.96,1215,287,432,496,17031671500,671500,17031671500,14682.09303,7977993.729
South/Southwest,3,S. Chicago,79,17,31,671600,17031671600,6716,Census Tract 6716,G5020,S,407247,0,41.7694998,-87.6615118,611,17031671600,17,31,671600,2495,11,2442,12,0,0,9,21,22,1149,1346,213,503,170,266,279,294,400,370,32.8,30.5,36.4,2394,0,101,789,3.03,116,123,21,107,26,150,523,3.82,1020,231,293,496,17031671600,671600,17031671600,9276.236485,4383712.318
South/Southwest,3,S. Chicago,80,17,31,390300,17031390300,3903,Census Tract 3903,G5020,S,327049,0,41.8132006,-87.6042089,414,17031390300,17,31,390300,2743,77,2581,6,15,0,9,55,40,1202,1541,210,477,127,285,386,297,545,416,37.4,36.9,37.8,2601,142,0,1362,1.91,332,414,54,81,26,246,546,3.02,1649,287,177,1185,17031390300,390300,17031390300,7958.025852,3520450.617
South/Southwest,3,S. Chicago,81,17,31,390400,17031390400,3904,Census Tract 3904,G5020,S,326308,0,41.8059243,-87.6040582,415,17031390400,17,31,390400,2934,159,2654,4,22,0,13,82,55,1247,1687,160,463,114,326,339,337,548,647,41.9,42.1,41.5,2736,101,97,1478,1.85,354,475,74,118,28,210,592,2.96,1654,176,320,1158,17031390400,390400,17031390400,7954.28176,3512472.399
South/Southwest,3,S. Chicago,82,17,31,400300,17031400300,4003,Census Tract 4003,G5020,S,1324154,140288,41.7897177,-87.6114372,419,17031400300,17,31,400300,1567,9,1540,0,2,0,2,14,20,699,868,111,401,114,161,263,209,218,90,29.9,26.5,31.8,1531,0,36,550,2.78,76,100,43,38,15,123,339,3.6,665,115,132,418,17031400300,400300,17031400300,19904.22141,15763643.25
South/Southwest,3,S. Chicago,83,17,31,400400,17031400400,4004,Census Tract 4004,G5020,S,326944,0,41.7911261,-87.6183211,420,17031400400,17,31,400400,1955,11,1911,2,2,0,3,26,17,836,1119,149,491,130,203,352,263,272,95,30.1,27.8,30.8,1928,0,27,754,2.56,131,139,39,62,22,198,444,3.34,916,162,177,577,17031400400,400400,17031400400,7956.951341,3519302.792
South/Southwest,3,S. Chicago,84,17,31,400500,17031400500,4005,Census Tract 4005,G5020,S,326148,0,41.7910414,-87.6231791,421,17031400500,17,31,400500,2258,12,2202,2,2,0,13,27,25,940,1318,201,568,176,234,266,304,307,202,27.9,24.1,30.7,2258,0,0,799,2.83,90,128,49,64,20,216,525,3.52,1020,221,77,722,17031400500,400500,17031400500,7955.151085,3510738.7
South/Southwest,3,S. Chicago,85,17,31,400800,17031400800,4008,Census Tract 4008,G5020,S,493311,0,41.7828633,-87.620558,422,17031400800,17,31,400800,2701,9,2651,7,2,0,1,31,9,1136,1565,260,690,180,343,298,329,398,203,27.5,23.1,29.3,2701,0,0,1066,2.53,166,205,30,63,22,328,637,3.28,1332,266,51,1015,17031400800,400800,17031400800,9299.93026,5310105.911
South/Southwest,3,S. Chicago,86,17,31,440600,17031440600,4406,Census Tract 4406,G5020,S,669816,0,41.7326909,-87.6191603,461,17031440600,17,31,440600,2080,7,2044,2,4,0,6,17,24,903,1177,81,378,112,172,191,305,475,366,43.5,40.4,45.3,2080,0,0,798,2.61,70,161,96,148,10,75,542,3.2,852,54,659,139,17031440600,440600,17031440600,12037.69687,7210069.249
South/Southwest,3,S. Chicago,87,17,31,440700,17031440700,4407,Census Tract 4407,G5020,S,327461,0,41.7347514,-87.6096294,462,17031440700,17,31,440700,1545,10,1518,0,0,0,2,15,7,683,862,83,246,84,134,156,196,348,298,44,40.2,46.8,1545,0,0,609,2.54,69,125,42,113,12,72,386,3.2,673,64,407,202,17031440700,440700,17031440700,7958.292635,3524885.873
South/Southwest,3,S. Chicago,88,17,31,440800,17031440800,4408,Census Tract 4408,G5020,S,279072,0,41.7317122,-87.6033281,463,17031440800,17,31,440800,1800,8,1765,5,0,0,3,19,19,743,1057,127,356,110,182,194,224,386,221,36,33.4,37.7,1800,0,0,742,2.43,109,152,31,86,14,156,455,3.11,850,108,203,539,17031440800,440800,17031440800,11429.21848,3004034.264
South/Southwest,3,S. Chicago,89,17,31,440900,17031440900,4409,Census Tract 4409,G5020,S,742631,0,41.728669,-87.6090057,464,17031440900,17,31,440900,2610,7,2548,17,1,0,1,36,18,1127,1483,146,555,127,208,317,322,534,401,38.6,33.8,41.1,2608,0,2,998,2.61,107,193,77,137,13,169,659,3.28,1195,197,542,456,17031440900,440900,17031440900,11852.25236,7993886.593
South/Southwest,3,S. Chicago,90,17,31,671800,17031671800,6718,Census Tract 6718,G5020,S,324234,0,41.761401,-87.6564481,612,17031671800,17,31,671800,1422,10,1378,1,1,0,17,15,31,687,735,97,323,114,149,157,172,212,198,31.7,28.1,35.1,1422,0,0,397,3.58,35,42,16,65,14,76,297,4.12,501,104,237,160,17031671800,671800,17031671800,7916.798024,3490135.582
South/Southwest,3,S. Chicago,91,17,31,671900,17031671900,6719,Census Tract 6719,G5020,S,322062,0,41.7613256,-87.6612802,613,17031671900,17,31,671900,1378,3,1349,1,0,0,8,17,18,632,746,91,290,84,132,146,164,263,208,34.8,31.3,39.6,1378,0,0,389,3.54,26,32,29,79,11,60,318,3.9,437,48,248,141,17031671900,671900,17031671900,7913.131374,3466718.705
South/Southwest,3,S. Chicago,92,17,31,672000,17031672000,6720,Census Tract 6720,G5020,S,995026,0,41.7611986,-87.6711285,614,17031672000,17,31,672000,3735,24,3639,11,0,0,29,32,85,1760,1975,228,797,271,353,428,467,662,529,35.4,31.1,38.9,3727,8,0,1117,3.34,87,121,70,227,31,190,867,3.8,1251,134,788,329,17031672000,672000,17031672000,13434.27519,10710601.64
South/Southwest,3,S. Chicago,93,17,31,680500,17031680500,6805,Census Tract 6805,G5020,S,326857,0,41.7905639,-87.6523524,615,17031680500,17,31,680500,1481,12,1449,0,0,1,11,8,18,671,810,102,302,124,171,160,196,261,165,32.9,28.6,36.2,1481,0,0,467,3.17,47,62,24,46,13,98,325,3.82,652,185,138,329,17031680500,680500,17031680500,7960.183752,3518373.142
South/Southwest,3,S. Chicago,94,17,31,680600,17031680600,6806,Census Tract 6806,G5020,S,326466,0,41.7832811,-87.6521652,616,17031680600,17,31,680600,1431,11,1414,1,0,1,1,3,17,676,755,118,344,122,189,162,152,207,137,27.1,25.9,28.6,1431,0,0,421,3.4,50,47,24,38,9,97,291,4.09,697,276,117,304,17031680600,680600,17031680600,7956.90633,3514124.594
South/Southwest,3,S. Chicago,95,17,31,680900,17031680900,6809,Census Tract 6809,G5020,S,1033026,0,41.7764282,-87.6376321,617,17031680900,17,31,680900,4019,28,3907,13,30,0,5,36,46,1727,2292,311,899,292,488,420,411,673,525,30.4,27.6,32.6,3962,0,57,1662,2.38,365,418,75,103,39,330,817,3.53,2179,517,200,1462,17031680900,680900,17031680900,14623.22138,11119731.55
South/Southwest,3,S. Chicago,96,17,31,681000,17031681000,6810,Census Tract 6810,G5020,S,651695,0,41.7760394,-87.6495526,618,17031681000,17,31,681000,3498,22,3418,2,3,0,11,42,39,1569,1929,306,824,230,365,386,436,547,404,30.5,29.3,31.8,3428,0,70,1141,3,154,182,54,116,36,235,729,3.8,1603,462,326,815,17031681000,681000,17031681000,10609.6919,7014961.357
